par_id,art_id,text,keyword,country,label
5938,@@13716394,"so , it is the poor , mostly muslim countries which are helping the refugees and the displaced poor . if we think we are going to gain eternal life without passing the test that jesus of nazareth gives to end hunger , release innocent prisoners , cloth the naked and feed the hungry ( matthew 25 ) and work for justice and love of neighbor -- we are mistaken . what greater way is there to live than to live for others and not for self .",refugee,ph,[1 0 0 0 0 1 0]
4407,@@4682757,"what they fail to understand is that education is that when you educated a man , you educate a man , but when you educate a woman , you educated a whole generation . women education is important for the whole family . because women are the mothers of the future generation . if women are uneducated , the future generation will be uneducated . if women are educated , the future generation will be educated .",women,pk,[0 0 1 1 0 0 0]
925,@@19367167,the pope is urging leaders of the group of 20 nations to make the poor and refugees a priority of their summit .,refugee,hk,[1 0 0 0 0 0 0]
7328,@@13833344,he urged his fellow disabled men and women to support president mahama to have their lives transformed .,disabled,gh,[1 0 0 1 0 0 0]
3664,@@19410023,"disability can be by birth or unfortunate circumstances and can be either mental or physical . but all disabled people have something in common , and that is them not being considered a part of society anymore . yes . that is the worst thing that comes with any kind of disability .",disabled,pk,[0 0 1 1 0 0 0]
10011,@@14141182,""""""" we understand that every dollar counts for these families . as such , we are retailing the medicards at fairprice shops which cater to the budget conscious and are partnering with gp clinics near their vicinity to provide greater convenience and accessibility to those in need . """" <h> follow st <h> the straits times""",in-need,sg,[1 0 0 0 0 1 0]
8205,@@19682691,"the plight of the vulnerable people of platfontein was put in the spotlight once more when food parcels , clothes and blankets were donated to at least ten families on mandela day . during the handover was from the left james manyemi ( community leader ) , elmarie mostert and faith binase ( sadtu ) , huthiwa xoyo and maria kakuti ( beneficiaries ) and ludi kandaro and desiree kapira ( platfontein youth members ) . photo : boipelo mere",vulnerable,za,[1 1 0 0 0 0 0]
1052,@@20971725,"there is infinitely more to be done , of course , starting with the elderly who are ailing , homeless , and otherwise no longer able to provide for themselves . it was as early as 1994 when president fidel v. ramos signed proclamation no. 470 directing the executive branch to design a social welfare program that will promote the wellbeing of the elderly .",homeless,ph,[1 0 1 1 0 0 0]
8819,@@8411190,"who blame for this issue ? ? the system itself or people ? must be the people 's fault for being refugees or being poor , instead born being in the right country .",refugee,hk,[0 0 0 0 0 1 0]
4604,@@22556918,"according to okine , he is often touched by the problems and situations of destitute children , and as the christmas and new year is being celebrated , he taught it wise to share with the deprived and homeless .",homeless,gh,[1 1 0 0 0 1 0]
4815,@@19566695,"the bbc is an invaluable , incomparable national asset . since 1922 , the public service broadcaster has saved lives , liberated minds , sustained the hopeless and provided fantastic entertainment . in uganda , my birthplace , we listened to bbc bulletins as faithfully and often as we prayed to god .",hopeless,gb,[1 0 0 0 0 0 0]
5901,@@4543045,""""""" rafiqul bari has proved that the disabled children are not burden for the society and they can lead normal life if they get a little care and some training , """" said dc m bazlul karim chowdhury as he visited the school along with officials of local administration and shaheed salahuddin cantonment in ghatail yesterday .""",disabled,bd,[1 1 0 1 0 0 0]
1599,@@15430582,kano disabled farmers move from begging to bagging,disabled,ng,[1 0 0 0 0 1 0]
4980,@@21630462,andrew garfield and claire foy in an inspiring biographical drama about a man who devotes his entire life helping patients and disabled,disabled,ph,[1 0 0 0 0 0 0]
10333,@@4473137,""""""" for the kids , it shows that someone loves them and cares about them to follow up , """" principal sherrie gahn told the las vegas sun after the taping . """" when you live in an existence where everything seems so hopeless , it 's an amazing gift they will never forget . it 's beyond their wildest dreams . """"""",hopeless,ca,[1 0 1 1 0 1 0]
2649,@@19133480,""""""" the ministry continues to use the livelihood empowerment against poverty programme as a vehicle to reach widows across the country and empower them to become economically independent so they can take care of themselves and their children . the progress of every society is measured by how they care for their vulnerable and poor .""",vulnerable,gh,[1 0 0 0 0 0 0]
5690,@@2128616,"this is why i believe children from poor families must be supported . after all , the students are 100 percent correct -- education is the only tool that will take them out of the curse of poverty .",poor-families,za,[0 0 0 1 1 1 0]
7091,@@15138323,"shebesh , who is city woman representative , was captured by a passerby kneeling on a street in nairobi at the weekend , and talking to a disabled man .",disabled,ke,[1 0 0 0 0 0 0]
5217,@@4477783,even hearing impaired orphan girls from government women 's home got married during the swayamwaras. ? all the married hearing impaired couples are living happily and have given birth to around 600 normal children . the education of some of these children from poor families is even sponsored by the trust .,poor-families,in,[1 0 0 0 0 0 0]
9727,@@14388815,"""sm hassan siddiquee pope francis has proclaimed mother teresa of kolkata a saint , hailing her as the personification of maternal love and a powerful advocate for the poor . queen sofia of spain and some 1,500 homeless people also looked on as pope francis described saint teresa 's work in the slums of the indian metropolis as """" eloquent witness to god 's closeness to the poorest of the poor . """" there has been debates and controversies over saint teresa 's legacy since she ...""",homeless,bd,[1 0 0 0 0 1 0]
9675,@@17637041,kadamay also demanded that these houses be given for free to poor families .,poor-families,ph,[0 0 0 1 0 0 0]
2189,@@3792452,"""speaking about the launch , basketball star and her.ie sportswomen of the year 2014 gr ? inne dwyer stated : """" i got involved because promoting women in sport and giving them every opportunity possible to perform at the highest level is something close to my heart .""",women,ie,[1 0 0 0 1 0 0]
3379,@@1073399,""""""" we 're providing a million dollars to the world food program to deliver a thousand tonnes of rice and we 're backing that up with nearly a million dollars made available to the red cross to get supplies for those in need , """" he said .""",in-need,au,[1 0 0 0 0 0 0]
406,@@22145541,"the vast southern borders of libya are used as a crossing point for illegal immigrants desperate to reach europe , due to poor security conditions in the region .",immigrant,ng,[0 0 1 0 0 1 0]
6083,@@15829445,"whenever the term ' disabled ' is mentioned , it becomes the general perception that one is completely crippled or bedridden , and dis-abled are judged as being completely hopeless and unable to fend for themselves . disability is known to be caused by impairments of several subsystems of the human body . disabled people can suffer from visual impairment , physical impairment , intellectual impairment , mental illness and other several types of chronic disease .",disabled,lk,[0 0 1 0 0 1 0]
9664,@@761495,"the fighting raged among the flames : dazed , starving jerusalemites wandered lost and distressed through the burning portals . thousands of civilians and rebels mustered on the steps of the altar , waiting to fight to the last or just die hopelessly . all had their throats cut by the exhilarated romans as though it were a mass human sacrifice . ten thousand jews died in the burning temple .",hopeless,ca,[0 0 0 0 0 1 0]
1824,@@1891735,""""""" i am climbing all these summits to raise funds which will be directed towards educating at least 1-5 girls of my age . these girls should not necessarily be picked from poor families in india but rather anywhere across the world , """" she said .""",poor-families,tz,[1 1 0 0 0 0 0]
4607,@@23260896,"now , we want to focus on infrastructure . when we came to power in uttar pradesh , in the last nine months alone , we have managed to provide houses to poor in both rural and urban areas , electrification work is being undertaken in a big way , and 25 lakh poor families have been given free electricity connections which has reduced our line loss .",poor-families,in,[1 0 0 0 0 0 0]
2779,@@10362804,""""""" we have a real opportunity to accelerate the development of mobile technologies that can save lives , help women reach their potential and boost the growth of emerging economies for britain to trade with . a more prosperous , connected and stable world is firmly in our national interest . """"""",women,bd,[1 0 0 0 0 0 0]
7339,@@20346535,"""teach kids to give back : when kang runs summer camps with kids , she includes """" contribution fridays """" -- the kids work together as a team to make sandwiches for the homeless and dole out the food in shelters .""",homeless,ca,[1 1 0 0 0 0 0]
4658,@@2361585,""""""" as one reporter said , and pointed out rightly , you can find your phone in the back of the taxi with an app , so how do you lose a plane ? are they actually telling us everything ? i 'm starting get a angry about the whole process and i ca n't imagine those poor families in beijing , they 're now on unfamiliar territory and getting nothing . """"""",poor-families,au,[0 0 1 1 0 1 0]
3607,@@14438625,news feed <h> monash doc stands up for women,women,za,[1 0 0 0 0 0 0]
3541,@@20171532,"for many patients in need of organ transplants , life is a waiting game waiting for the call that will change their lives and possibly give them a better and longer lifespan .",in-need,za,[0 0 1 0 1 0 0]
4930,@@16678353,""""""" new zealand could expand its sponsored refugee trial to accommodate those refugees with whom america has broken faith . this need not be at any particularly large cost to the government . all the government needs to do is let caring new zealanders help """" - see : doing good , and doing well as a consequence .""",refugee,nz,[1 0 0 1 0 0 0]
10331,@@964093,"in a mass marriage ceremony organized here , 10 couples from poor families tied nuptial knots on friday . the ceremony organized by a socio-cultural organization ? utkaliya lagono ustav samhua , was indeed a dream come true for young men and women who could not afford the expenses of a marriage ceremony .",poor-families,in,[1 0 1 0 1 0 0]
8386,@@1904835,"six-year-old sandra moved to the capital city , abuja with her family . she has four siblings and her father is a taxi driver , while her mother fries and sells akara outside the uncompleted building they live in . her father had learned that there was money in the thriving taxi business in the capital city and they had left their village in search of greener pastures , only that it did not seem so green here , in the decrepit looking building where she and her siblings are left vulnerable each day as their parents step out the door to make a living .",vulnerable,ng,[0 0 0 0 1 1 0]
4258,@@19832354,""""""" he must have thought : ' i do n't want to do this anymore ' . """" isaac was a child beaten down and feeling hopeless .""",hopeless,nz,[0 0 1 0 0 1 0]
2798,@@4570452,"poverty has caused thousands of jamaicans to be living on the streets . they rely on the mercy of passers-by for ' bread ' , while the hard sidewalk they make their bed . it is estimated that more than 100,000 homeless persons live on the streets in jamaica .",homeless,jm,[1 0 0 0 1 1 0]
5848,@@1894012,"it was about noon . the heat from the afternoon sun baked oshodi with intensity , and perspiration ran down the cheeks of the folks plying their trade in the chaotic commercial environment . a young teenager sat on a fence close to the main road . at that particular time , a good number of his peers would be in school . but he was inside the scorching sun , trying to eke out a living . he eagerly hoped to see a commercial driver that would hire his services for that day . meet seun fola ? jin , a 17-year-old homeless teenager who has been living underneath the bridge at oshodi since 2011 .",homeless,ng,[1 0 1 0 0 1 0]
7770,@@1125661,"beirut , lebanon - film star and un special envoy angelina jolie said on wednesday she was moved at how lebanese families were opening their homes to syria refugees , after beirut ruled out setting up camps for them .",refugee,ph,[1 0 0 0 0 0 1]
5153,@@8291075,"bhopal : a day after prime minister narendra modi launched 21 electronic mandis across the country to help farmers sell their produce online and do away with middlemen , madhya pradesh chief minister shivraj singh chouhan was distributing tomatoes free of cost to poor families in vidisha , as prices crashed to all-time low , rs 2 a kg , not enough to recover the sowing cost . not only the tomatoes , wholesale price of onions too have plumetted to 20 to 30 paise a kg , almost negligible , in several districts including vidisha , neemuch and mandsaur , where farmers can not afford even transportation cost .",poor-families,in,[1 1 0 0 0 0 0]
5558,@@25780312,two homeless people at a temporary shelter in london last december ( photo : getty ) <h> ' we can not allow struggling families to slip through the cracks created by our housing crisis ',homeless,gb,[0 0 0 1 1 0 0]
6332,@@7016244,""""""" we just could n't believe it was such a circus , """" derewianchuk said of a previous zoning hearing last month . """" who said just because you 're disabled you have to live in a dive ? why ca n't they live in a nice home ?""",disabled,ca,[0 0 0 1 0 1 0]
1339,@@24352659,""""""" pacific partnership 2018 offers an excellent opportunity for the u.s. and sri lankan militaries to serve sri lankans in need and expand our growing partnership in humanitarian and disaster relief , """" said u.s. ambassador to sri lanka and the maldives atul keshap . """" from medical clinics to free public concerts , our sailors will bring the best of america to local communities . """"""",in-need,lk,[1 1 0 0 0 0 0]
2800,@@177805,"at the root of this issue there is a fundamental question -- how do the not-very-intelligent survive in an information-based free-market economy ? until the left deals with that in an honest , non-pc way , they 'll continue to fail the vulnerable .",vulnerable,gb,[1 0 0 1 0 1 0]
486,@@7717016,"""visiting the camp on tuesday , the european union 's top migration official , dimitris avramopoulos , urged refugees to ignore ruthless smugglers , saying : """" by following the legal path , they will be able , one day , to live under better conditions . """"""",refugee,gb,[1 1 0 1 0 0 0]
5168,@@25122337,"they earn an average of rs 12,000 per month -- they 're not ' highly paid ' by any standards . but the employees of ashwini hospital in kerala 's thrissur have hearts much larger than their paychecks . the employees ' association of the hospital has started an initiative called ' zest of life ' , through which they have built of a house for a tribal family , funded dialysis for scores of patients , and are even providing groceries to poor families every month .",poor-families,sg,[1 0 0 0 0 0 1]
10254,@@10155015,"the archdioceses of cebu and vancouver in canada hosted the ' table of hope ' banquet on saturday ( january 23 ) , where poor families were also given bags containing canned sardines , one kilo of rice , and a bottle of water .",poor-families,ph,[1 1 0 0 0 1 0]
1363,@@4623892,"women are generally not as competitive as men , and not as motivated by job prestige . we want to actualise but not necessarily in the same ways as men . while men may want to lead conglomerates , corporations and boards , women are generally content to have a good , secure job with an attractive salary . some women do pursue power positions , but many are not interested . they do n't want the hassle .",women,jm,[0 0 1 1 0 0 0]
8745,@@20606258,john cena has broken the celebrity philanthropy record at the make a wish foundation officially giving 500 wishes to children in need !,in-need,au,[1 1 0 0 0 0 0]
9250,@@9898972,"in june this year , gates launched a campaign to help extremely poor families in sub-saharan africa by giving them 100,000 chickens .",poor-families,ng,[1 0 0 0 0 0 0]
913,@@16621430,""""""" there are people who are struggling to make ends meet and it just seems ironic that in a country like australia where we are so blessed with so much land and so much fertile country that we 're not able to get the food to people in need . """" <h> feeding sydney 's west""",in-need,au,[1 0 0 0 0 1 0]
8569,@@10139623,"muniba 's was n't an easy journey and yet she challenged norms and mindset and changed her adversity to an opportunity . in december last year she was named pakistan 's first female national goodwill ambassador for gender equality and women 's empowerment by the un and she is an active speaker for the rights of disabled people in pakistan . in fact , she was also the first wheel chair bound model to campaign for toni &amp; guy pakistan and is also brand ambassador for the body shop pakistan . but above all , muniba is a loving mother fulfilling all her responsibilities to tee . clearly , there is no stopping her .",disabled,pk,[0 0 0 0 0 0 1]
6284,@@973495,practical ways to open the doors wider for our disabled,disabled,lk,[1 0 0 0 1 0 0]
6951,@@20920896,new start-up the monthly cois raising money to roll out a subscription service where women can order 100 per cent cotton tampons online and have them delivered to their doorstep . every purchase will see a box of tampons donated to a women in need .,in-need,nz,[0 1 0 0 0 0 0]
7215,@@21086050,try offering a helping hand to that woman in a crisis pregnancy or that girl who had a child too early at the same speed you would judge her or mock her . it is n't always money someone is in need of . it could be a shoulder or a piece of advice from someone more experienced than them .,in-need,ke,[1 0 0 1 0 0 0]
5589,@@4616363,""""""" we need to give priority to how we are going to help these people in need first when suggesting the quantum , """" she added .""",in-need,my,[1 0 0 0 0 0 0]
7222,@@21178054,"if that were not the case , many kenyans would still not be existing in conditions far worse than those their forefathers fought the colonialists : they are poor and hopeless .",hopeless,ke,[0 0 1 1 0 1 0]
1490,@@4536234,"""even people with disabily have the rights to be beautiful . just like other women , mee eng loves dressing up nicely and going for shopping trips . due to atrophy in both of her legs , she is required to wear shoes which are custom-made but in order to make it possible for her to wear different kinds of trendy shoes , she """" modifies """" them herself by inserting shoe pads made from paper slippers into regular shoes .""",women,my,[1 0 1 0 0 0 1]
5692,@@4537165,"it 's a busy tuesday evening , and like jesus issuing out fish and loaves to the multitude , donette prendergast gently hands out boxes of cooked meals , cups of soup and drinks to a large group of homeless people at the post office on king street in downtown kingston .",homeless,jm,[1 1 0 0 0 0 0]
3674,@@10369925,""""""" we are working with an aim to build a country where there would be no poverty , none would remain homeless , none would die without treatment , """" sheikh hasina said .""",homeless,bd,[1 0 0 0 0 0 0]
4294,@@19916116,"if every singaporean can just take 15 minutes every day to help anyone in need , that would be sufficient as a starting point . it would spark a revolution in our lives .",in-need,sg,[1 1 1 1 0 0 0]
8036,@@10167952,"bishops having a meal with poor families on the eve of the international eucharistic congress ( iec ) was meaningful symbol . without it , the opening mass on sunday would have been nothing more than ritual reverence of the eucharist . and reverence is not enough . papal legate charles maung cardinal bo stressed in his homily the need for christians to make the poor feel christ 's love for them .",poor-families,ph,[1 1 0 0 0 0 0]
6683,@@4416586,"a lot of my disabled patients over the years have gained strength and hope from me when they see that i also have a disability , but that i 'm coping . sometimes the biggest gift i can give other people with disabilities is to show them that you can get a job .",disabled,za,[1 0 1 0 0 0 1]
672,@@1812588,"ucrt official , dismas partalala meitaya said that not being in a position to fight for their own rights , the indigenous are in need of protection .",in-need,tz,[1 0 0 1 0 0 0]
494,@@40021768,can ? ? ? t help if people want to flee a beggar country and take up citizenship of a good country so that their children become educated . if they live in hopeless for ever sri lanka they will end up as maids and servants in prosperous india and china,hopeless,lk,[1 0 1 0 0 1 0]
3233,@@1946832,"a few kilometres past eldoret , we drove past hundreds , perhaps thousands , of unwashed , hungry and disheveled refugees milling aimlessly around a small shopping centre , hopelessness and fear etched on their faces . they were running away from death ; running off to nowhere .",hopeless,ke,[1 0 0 0 1 1 0]
8783,@@17352545,"what is your advice to nigerian women ? my advice to women is that they should step forward and be bold , as stated in the un declaration . i want women to be encouraged . pick up something that you can advocate for . it is not all about money . it is about the people you are surrounded with . start from your immediate community and you will get to where you want to go",women,ng,[0 0 1 1 0 0 0]
7538,@@25249109,"""london - angelia jolie has urged people to """" unite """" in order to """" overcome the global refugee crisis """" .""",refugee,za,[1 1 0 0 0 0 0]
7655,@@15851605,"helping out in the community and giving back to those in need are meaningful throughout the year , but especially during the christmas season .",in-need,ph,[1 1 0 0 0 0 0]
2736,@@19671416,"so let us continue on that road , oppose tory heartlessness and make sure our streets are n't populated by the hopeless , the helpless and the tragically addicted . <h> value our free and unique service ?",hopeless,gb,[1 0 0 0 0 1 0]
4184,@@4684342,columns <h> prison : the birthplace of hopelessness,hopeless,jm,[0 0 0 0 1 1 0]
2929,@@14098244,a little bit of funding opened up a world of fun for disabled children at mabel pritchard school in oxford,disabled,gb,[1 1 1 0 0 0 0]
6334,@@3591915,"destitute , or clutching a smart-phone ? rather than getting caught up in arguments about who is most in need , we must simply move as fast as we can to improve lives . literally and metaphorically , we need to pull people out of the water first , and ask questions second . so if you can , sign up to be a foster carer , not just a refugee foster carer . compassion should have no borders .",in-need,gb,[1 0 0 1 0 0 0]
2449,@@16329255,"""regardless of your situation , being generous is a good idea . why ? """" the generous will prosper ; those who refresh others will themselves be refreshed . """" proverbs 11:25 , nlt . """" and i have been a constant example of how you can help those in need by working hard . you should remember the words of the lord jesus : ' it is more blessed to give than to receive . ' """" acts 20:35 , nlt""",in-need,ph,[1 0 0 1 0 0 0]
9400,@@23232293,"mzbel , in her acceptance speech , said a disabled person , despite his or her disability , was like every human being , even though they may be facing a physical or mental challenge one way or the other .",disabled,gh,[1 0 1 1 0 0 0]
3312,@@9997175,"i think the living wage will help share around the spoils of globalisation a little more evenly . cutting of the flow of immigrants will not solve the problem ( with effective full employment we need them ) but paying the poor/low skilled a decent wage may help to reduce the resentment they feel for so many things ( elites , government , eu , foreigners , immigrants ) .",immigrant,bd,[1 0 1 1 0 0 0]
10220,@@14374320,"addressing the fca on the world democracy day , deshapriya said he wanted even homeless people in the country to be able to participate in elections and a survey was underway to get an understanding of the numbers involved .",homeless,lk,[1 0 0 0 0 0 0]
248,@@17606348,""""""" clear evidence of outstanding miraculous occurrences began to arise . the lame began to walk , hopeless cancer patients were lifted from despair ...""",hopeless,ke,[0 0 0 0 1 1 0]
8297,@@24259157,"""some will pay the meal 's price of r1 , but somtaki and her friends will instead use a """" token """" that they got from a homeless support centre down the street called the carpenter 's shop . somtaki is given a small green token if she washes herself and her clothes there in the morning : """" you ca n't get a token if you did n't wash , """" she explains .""",homeless,za,[1 0 0 0 0 0 0]
5105,@@2929872,"""this movie gets a lot of slack , from a clunky script to horrific accents , but it 's an irish immigration story that is second only to """" gang of new york . """" it shows the cruelty and injustices that faced irish immigrants in the cold new world and their struggle for a better life .""",migrant,ie,[0 0 0 0 0 1 0]
5734,@@1796315,"18 . it is the supreme task of this generation to give hope to the hopeless , strength to the weak and protection to the defenceless .",hopeless,ng,[1 0 0 1 1 0 0]
8054,@@18993582,lady identified as bonnie monroe revealed that she was having dinner with her children at a restaurant in georgia when a homeless man walked begging from table to table but he was chased away . he gave up and left the restaurant but monroe claimed that god immediately spoke to her not to let him go so she went after him .,homeless,ng,[1 0 0 0 0 1 0]
7450,@@15889304,"""the tour of projects saw editors and the governor trekking over several kilometres . it was a show of popularity as residents of the various communities and parts of the port harcourt metropolis visited trooped out to hail and catch a glimpse of the man they fondly called """" our governor """" . if democracy is about connecting with the people and lifting their status through development , wike has etched his name on the boulders of history . he was welcomed everywhere as the man who connected the disconnected people through roads and bridges ; as the leader who comforted the broken-hearted , the pensioners , the artisans , the civil servants and much more as the man who gave hope to the hopeless hoi-polloi .""",hopeless,ng,[1 0 0 0 0 1 0]
7171,@@1934487,"the only force capable of stopping them is the poverty-stricken 99% below . but in their poverty , they are hausa , yoruba , igbo , ijaw , igbira , tiv , idoma ; in their hopelessness , they are moslems and christians , too ignorant to understand that those divisions do n't exist in the class above their heads .",hopeless,ng,[1 0 1 1 0 1 0]
6474,@@4629436,"many words have been written and said about the mercy sisters and their contribution at alpha . i recall the 1970s , when i worked with the community enterprise organisation -- a public sector company dedicated to the establishment of co-operatives in communities -- there was an agricultural and fishing project at pagee beach at port maria in st mary , which was being run by a reformed ' bad man ' , now deceased . true , alpha could not reform everyone who went there , but sometimes there was a ray of light , even among those that seemed hopeless .",hopeless,jm,[1 0 0 0 1 1 0]
10371,@@19036460,"the organizing committee also confirmed that russian low-income citizens , including families with many children , orphans and disabled people , will be able to visit the confederations cup matches for free .",disabled,ng,[1 1 0 0 0 0 0]
1478,@@18406305,"she said she has fought drug addiction , helped rehabilitate mentally ill persons and done a lot for the youth , women , the disabled and the community as a whole .",disabled,ke,[1 0 0 0 0 0 0]
2278,@@3538016,""""""" woke up today to see i 've reached 1m followers ! so here 's to you guys : donating 1 house to a family in need of a home in our gk village ave maria , tanay rizal . my way to say thank you for following me and our way of giving back , """" she wrote .""",in-need,ph,[1 1 0 0 0 0 0]
1975,@@15833539,""""""" brixton music group recognises that the season is about bringing people together and giving back to those in need , both of which are achieved through music , """" said jamar ' ratigan ' kelly , executive producer at bmg , who hails from the braeton community .""",in-need,jm,[1 1 0 0 0 0 0]
6241,@@26222704,"a lot of people just don ? ? ? t recognize the extent of what we ? ? ? re doing in the community , that there are people living with homelessness and how we ? ? ? re bringing them to a life of self-sufficiency and independence .",homeless,ca,[1 0 0 0 0 0 0]
338,@@3020402,"imagine being a homeless person , walking the streets of downtown calgary on bitterly cold evenings .",homeless,ca,[0 0 0 0 0 1 0]
9673,@@7493354,""""""" at onyx , we care not only for the wellbeing of the guests who stay with us , but also the community that we live and work in . as part of our core value ' rice ' -- which stands for responsible , inspiring , compassionate and enthusiastic -- our team members are inspired to make a difference and contribute to a rewarding environment through volunteerism , """" said mr. simon dell , vice president &amp; area general manager , north asia , onyx hospitality group . """" we are proud to be a trusted partner of st. james ' settlement and receive the recognition . we will continue to observe and address the social needs of our local community , and bring a better living quality to those in need . """"""",in-need,sg,[1 0 0 0 0 0 0]
2125,@@4220748,""""""" the government is implementing several schemes that would change the economic position of poor families , """" she added .""",poor-families,in,[1 0 0 0 0 0 0]
7729,@@15040617,"""speaking at the national muslim women conference in tamale under the theme , """" the empowered muslim , a significant figure for national development """" , madam salami mentioned that the conference was organized to help young ladies to uncover and successfully accomplish their dreams and be able to become responsible women in future .""",women,gh,[1 0 0 0 0 0 0]
4108,@@1483622,""""""" we 're women that are concerned with the way that women in the world are treated and the way that women behave themselves sometimes . and for me personally , part of my burlesque journey is using burlesque as a form to educate women and as a means for their own sexual expression . """"""",women,ca,[1 0 0 1 0 0 0]
6337,@@20131711,"""speaking about the third verb promoting , the holy father notes that """" many migrants and refugees have abilities , such as their ability to work . he goes on to encourage a determined effort to promote the social and professional inclusion of migrants and refugees , guaranteeing for all the possibility of employment , language instruction and active citizenship .""",refugee,my,[1 0 0 1 0 0 0]
7387,@@1804102,i have been interested and passionate about what i can do to help better the lives of children who are less privileged . i hope to achieve my dream of creating a haven for children in need of education and proper health care .,in-need,ng,[1 0 0 0 0 0 0]
9026,@@14440241,world governments gathered at the united nations adopted a political declaration that calls for upholding the dignity of refugees . <h> advertisement,refugee,jm,[1 0 0 0 1 0 0]
3333,@@16421821,"austin ayemidejor , asaba airport project director ; speaker of the state house of assembly , monday igbuya and chairman of sapele local government area , ejaife odebala , and others visited the scene of the fire incidents and dropped words of encouragement and promised support for the market women who lost their goods to the fire .",women,ng,[1 1 0 0 0 0 0]
1088,@@20660485,"""to make a valuable contribution to the health sector with the support of our sponsors who , through their contributions help us to touch the lives of some of the most vulnerable in need of medical care , """" said fong kong .""",vulnerable,jm,[1 0 0 0 1 0 0]
970,@@531634,mushatt 's has a rich history in ireland where it helped thousands of poor families overcome ailments that beset them during the tenement days of poverty .,poor-families,ie,[1 0 0 0 0 1 0]
6420,@@20370953,"""homeless children are """" living like refugees in their own country """" , deprived of the ability to make choices about when they eat , and in many cases suffering high levels of anxiety about their parents ' health .""",refugee,ie,[0 0 1 0 1 1 0]
6312,@@26064497,"remarkable too are the ways in which a childhood spent in pakistan forced one to dispense with fatalistic views of the world and hopeless imaginations of the future . lifetimes are spent under skies dotted with flying bullets , with threats to kidnap loved ones , and in the thick of crowded markets that unexpectedly explode . even amid the looming dangers , we knew there were other lives to be lived . and so we went on , fiercely living -- despite the noise in the background .",hopeless,pk,[0 0 0 0 0 1 1]
9458,@@19690987,"he noted that violence that can not be separated from poverty , and a hopeless , jobless , ill-educated and ill-paid young man is the most dangerous .",hopeless,ng,[0 0 1 1 0 1 0]
3540,@@1844920,""""""" malaria strikes an astounding number of refugees , but it does n't need to """" said chris helfrich , the director of nothing but nets . """" a simple bed net can help protect mothers and children from a deadly mosquito bite-and this is the help that they desperately need . we 're so grateful to curry and all our nothing but nets champions for ensuring that we can cover this camp with life-saving bed nets . """"""",refugee,tz,[1 0 0 1 0 0 0]
1421,@@4888787,"due credit must be given to the celebrities , as most of them provided with monetary help the flood-affected . however , it was south indian actor siddharth and big fm radio jockey balaji who are still on the field providing help directly . siddharth has been doing rounds giving pickups and drops . while rj balaji has been arranging relief materials with the help of social media and providing them to the people in need .",in-need,in,[1 0 0 0 0 0 0]
1620,@@24572715,shumugum was well known among the local community for her charitable deeds and missionary work to homeless people on south beach where she and her husband jonathan shumugum regularly fed them .,homeless,za,[1 0 0 0 0 0 0]
9678,@@2496031,"this is an expression of the true lasallian and filipino love for the nation , balayan director , minmin ponteras , said . he challenged the student , faculty , staff and administrator-volunteers to build the shelters with love and care for those in need .",in-need,ph,[1 0 0 0 0 1 0]
2072,@@23195972,"children born to poor families deserve that experience just as much as rich ones . regulators who lie with every second breath , can not be expected to understand . <h> anonymous",poor-families,gb,[1 0 0 0 0 0 0]
4145,@@8443459,"""tusk praised davutoglu and his government , saying his visit to the camp had shown him that turkey """" is an example for the whole world on how we should treat refugees """" .""",refugee,gh,[1 0 0 0 0 0 0]
6987,@@7461272,"""he said he had told his officers to """" befriend """" those in need and wanted to modernise his force as crime moved from the public sphere , such as the streets , to the private sphere , in the home and via the internet .""",in-need,gb,[1 1 0 0 0 0 0]
5284,@@20018972,""""""" this group does fantastic work and has about 3.500 street children under their care . they support very poor families in so many ways , medical centres , schools , training centres and much more they have a 24-hour hotline for any child that may be in danger .""",poor-families,ie,[1 0 0 0 0 0 0]
1908,@@2597332,"inspiration that anything is possible . you can be born into a family that does n't have very much , but if you have the heart and the hard work then dreams can come true . people forget that this country gives you opportunities . not every country has that , in fact many countries do n't . a lot of immigrants have that obstacle that they ca n't overcome in their head . i was raised by a single mom who worked as a maid . english is my second language , and i lived below the poverty line . you have to have hope and faith in yourself .",immigrant,ph,[1 0 1 1 0 1 0]
5983,@@15423224,"machakos governor alfred mutua has said it is a shame for ukambani residents to continue languishing in the ashes of poverty , neglect and hopelessness despite having certain local leaders in senior government positions in the past .",hopeless,ke,[0 0 0 0 0 1 0]
4090,@@17704414,""""""" our team is elated to have been able to offer these two women comfort , a new perspective on life and a house . we are now working towards helping 100 more persons with housing from funds we will raise in our upcoming 5k run/walk event on may 13 , """" mair said .""",women,jm,[1 1 0 0 0 0 0]
8286,@@4522879,"""the new nation coalition ( nnc ) said yesterday it was """" commiserating with the majority of jamaicans who are depressed , broke , confused and engulfed by feelings of hopelessness during what is being described as the worst christmas in many years """" .""",hopeless,jm,[1 0 1 0 0 1 0]
9012,@@1832210,""""""" if i die ... i know there is a day that i will die , when that day reaches then i would like to be remembered for helping many children from the poor families to have access to modern and quality education ... that is why i have been moving up and down to ensure that we have good schools that will provide an opportunity for our youth to get a good education ... in these schools we do have germany teachers and others ( volunteers ) from other developed world so as to ensure quality education is provided to our children , """" he said .""",poor-families,tz,[1 0 0 0 0 0 0]
