par_id,art_id,keyword,country,text,label,orig_label
5586,@@19526954,in-need,lk,"the signature brand is for young gentlemen who are just starting out in life and are seeking optimal value for money . signature collections are designed with the practical lifestyle and fashion needs of young men in mind , whether they are youth seeking style and sophistication at an affordable price point or entry-level professionals in need of well put-together outfits that will enable them to stand out at work . the signature brand features the use of bold , distinct colours , prints and designs along with the use of high quality fabrics and embellishments to create looks and outfits that make a strong fashion statement .",0,0
5587,@@23457192,homeless,sg,"exercises to map and question your values include designing a statue for the federal reserve , a label for cash as if it were a perfume bottle , a stained glass window for a mall , a new banknote for your country of origin , a homeless person 's sign , a trophy for the world 's biggest loser , a seductive moneybox , a personal credit card , a valuable plastic bucket , and a welcome sign for your city .",0,0
5588,@@4606502,disabled,my,community <h> kuala lumpur not disabled-friendly,0,0
5589,@@4616363,in-need,my,""""""" we need to give priority to how we are going to help these people in need first when suggesting the quantum , """" she added .""",1,2
5590,@@20526835,hopeless,za,"there are apparently many versions of this proverb in other african languages , but they all have the same essential message -- the utter hopelessness and powerlessness felt in the midst of larger forces .",0,0
5591,@@25208552,vulnerable,in,"new rbi data on india 's balance of payments ( bop ) for 2017-18 show current account deficit ( cad ) at $48.72 bn , the highest since the record $88.16 bn of 2012-13 . with cad expected to widen to $75 bn during this fiscal , how vulnerable is the overall bop position today ?",0,0
5592,@@4673730,poor-families,jm,"according to caribbean policy research institute ( 2013 ) , nearly 40 per cent of children do not complete secondary school and only one in four who complete have certification . the vast majority of these children are from poor families in poor communities - sometimes born to parents who did not complete their education and/or were adolescent mothers . the shift school system has arguably disadvantaged many students . many schools offer students very little chance of passing english and mathematics . <h> glaring disparities",0,0
5593,@@23947737,in-need,ph,""""""" let us make this occasion more meaningful by offering aid to others , especially to those in need . let us pray for the welfare and safety of our countrymen and for lasting peace in our nation so that we can all work together in harmony towards real change , """" he said .""",1,3
5594,@@17361342,homeless,hk,"the demonstration coincided with a motion proposed by pro-democracy councillor tam kwok-kiu at the sham shui po district council , calling for the government to stop evicting street sleepers from public spaces , as well as to establish more homeless shelters and communication mechanisms .",0,0
5595,@@15523356,migrant,gh,""""""" the guy from rosengard a district of malmo where the majority of residents come from an immigrant background will get his own statue in the capital . a big thank you to everyone . """"""",0,0
5596,@@4925345,hopeless,sg,"""ms christine wong , executive director of suicide prevention agency samaritans of singapore , said : """" the sense of hopelessness and despair at the height of a crisis can cause people to contemplate suicide as a means of escaping their emotional pain and from being a burden to their families . """"""",0,0
5597,@@14813317,women,us,"maternity leave has been at the forefront of this presidential election , with hillary clinton promoting her plan to ensure all parents -- regardless of gender and whether or not their children are biological or adopted -- receive twelve weeks of paid leave , and trump lobbying around maternity leave strictly for women . one of trump 's ads on the subject recently caught the eye of one of his daughter ivanka trump 's former employees , who had a lot to say about how the trump company handled her maternity leave . ( spoiler : they apparently did n't handle it well . )",0,0
5598,@@1811744,hopeless,ng,"""nerdy fashionista , hopeless shopaholic , shamelessly vain and a firm believer in """" always """" looking fabulous even through her hectic &amp; frustrating role as a bio . engineer . nurturing a secret crush on all fashionable men , she wishes she 'd have a men 's fashion line one day . her glasses and confidence are her best accessories regardless of countless jewelry and cute shoes and bags . be sure to trust fashion through her eyes ! @toekunbore : do n't be shy to say hi on twitter !""",0,0
5599,@@982213,poor-families,ca,"""a recent star piece by two criminologists brought a new gaze to the idea of community . it examined reconstruction of public housing in toronto 's regent park , where many poor families were moved out while middle class homes were built , then moved back alongside the newbies . the theory was to spread good influence , like fairy dust , from the successful to the benighted , providing """" positive role models who could transmit more mainstream standards of behaviour . """" the criminologists found there was n't much influence , since there was n't much contact . and more scandalously , the underclasses did n't feel their standards needed heavy upgrading . in fact , their own solid values of community and mutual support were somewhat undermined by the transformations . that 's too brief but i found it a stimulating springboard for thoughts about community .""",0,0
5600,@@24385576,in-need,ph,"he said the czech republic , israel , japan and germany , among others , are in need of more caregivers and nurses .",0,0
5601,@@21869022,hopeless,ph,"given the un 's demanding work ethic , how do you cope with that poignant longing to be back home , continuously missing family , friends , brothers in the most noble profession , and sights and sounds that are uniquely pinoy ? how do you work off that unbidden depression or hopelessness ?",0,0
5602,@@16924379,disabled,lk,"though it is contradictory to grant this service pension to the disabled war heroes who had not been in the service for 12 years , the president paying his special attention on this issue and after receiving the cabinet approval decided to provide this service pension to them for the first time in the history .",0,0
5603,@@4198165,migrant,in,"the two leading groups in new members were college students and people at the frontline of production or work , such as industrial workers , farmers , herders and migrant workers , both accounting for more than 40 per cent of total new cpc members .",0,0
5604,@@21021160,in-need,ie,a few road sign poles on this road were in need of cleaning and one rusty gate was observed as it stood out in contrast to the well kept establishments .,0,0
5605,@@21774719,hopeless,my,"i constantly strive to see the positive in every aspect of my life . i am empowered with the knowledge and education that i am receiving in yck , but when it comes to the issue of citizenship and documentation , it leaves me with an uncertain future that can appear hopeless .",0,0
5606,@@4654286,vulnerable,my,"these places are vulnerable to flash floods for various reasons , including being on low-lying areas , rainfall exceeding 60mm over a short period of time , lack of drainage with monsoon or roadside drains suffering from overcapacity , besides being prone to high sea tides and overflow from rivers .",0,0
5607,@@1861786,refugee,tz,""""""" we are being treated as refugees in our own country - the only sin we seem to commit is to look for pastures and water to feed our animals , """" said masolwa nyanda a cattle-keeper from mvomero in morogoro .""",0,0
5608,@@2648903,women,hk,"in china , noise created by so-called dancing grannies -- the many middle-aged and elderly women who nightly turn china 's public squares into scenes of impromptu dance -- has in particular earned the ire of many urbanites . accompanied by boom boxes that blast everything from mandopop to tinny folk tunes , the women say the dancing is a healthy form of community-building and exercise . others , though , complain that their antics disrupt the local peace , the ability of local students to study for the gaokao and occasionally even the flow of traffic .",0,0
5609,@@15022082,poor-families,pk,""""""" we are also committed to provide social protection to the poor and vulnerable people of our society for which our government has increased the budgetary allocation to bisp from rs 40 to rs 120 billion in the last three years . the poor families covered under this programme have been increased from 3 million to 5.6 million families , """" the prime minister said .""",0,0
5610,@@1559049,migrant,ie,"i come from one of those families . one of my grandfathers moved to new york , where he ran a bar until he moved back to rural ireland to get married . in time , his daughter -- my mother -- was forced to move to america to find work as a nurse . there she met and married my dad , also an irish emigrant . they moved back to ireland to raise their young family . but come the 1980s , and i headed to chicago , looking for work .",0,0
5611,@@21734152,vulnerable,ph,"the vulnerable nations earlier formed the climate vulnerable forum ( cvf ) , an international alliance of countries highly vulnerable to global warming .",0,0
5612,@@14569230,homeless,tz,"he said the victims who are currently rendered homeless can now be relieved of troubles as the 5,000 iron sheets from mwanza had arrived , with 1,200 already distributed to victims in bukoba municipality .",1,4
5613,@@1953062,vulnerable,tz,""""""" most chemicals pass through port areas , making ports vulnerable to hazards ; so , the training on how to contain such calamities will contribute strongly to preserving the ports safety , """" he said .""",0,0
5614,@@4782322,homeless,ca,further data shows 42% of grande prairie 's homeless self-identify as aboriginal and 25% are under the age of 24 .,0,0
5615,@@2294013,migrant,hk,""""""" there is so much emotion involved in this case . a lot of migrants , even the unorganised workers , have responded to the protests . this means the situation is conducive to organising . """"""",0,0
5616,@@22294050,hopeless,jm,""""""" persons or charities coming in to entertain our patients , allow them to be appreciated because at times they get despondent and sometimes feel hopeless , because they have lost their independence . so this is a very welcoming activity , especially for children in this time of giving , """" christie said .""",0,0
5617,@@40092124,disabled,lk,"the sixth intake of the kotalawala defence university ( kdu ) celebrates its 30th anniversary , felicitating members who have sacrificed their lives and others who are either disabled , retired or still in service .",0,0
5618,@@4517511,immigrant,jm,"information on us embassy hours of operation , the processes for applying for us non-immigrant and immigrant visas , and information on american citizen services can all be found at our website : http : **25;73;toolong",0,0
5619,@@8488590,homeless,ng,"the order becomes necessary due to concerns emanating from the activities of black marketers , especially those who sell petroleum products inside plastic jerry-cans , the force public relations officer , acp olabisi kolawole , said in a press release on tuesday . the igp , who issued the directives in abuja on monday , said apart from the hardship this act is causing to fuel buyers , it has also rendered some innocent and law abiding citizens homeless due to fire outbreak from jerry-can petrol storage , kolawole revealed in the press release posted on the police 's official facebook page .",0,0
5620,@@145725,poor-families,us,"poverty was the biggest factor behind this crime . all seven were unemployed and came from poor families , reflecting the severe economic conditions faced by many in saudi arabia . the unemployment rate in the kingdom is among the highest in the middle east -- it runs over 40 percent among males and over 80 percent among females .",0,0
5621,@@16744029,in-need,lk,"another thing that is greatly in need are large hdpe water storage tanka. 500 liter and 2000 liter tanks sell at rs. 5600 and rs 23,800 , repectively . even in semi-rural areas with pipe-borne water supplies , water is being supplied only for a couple of hours a day , so the ability ti store water is essential . a family of 4 needs a minimum of 75 gallons of water a day for all purposes . <h> leave a reply",0,0
5622,@@17429434,poor-families,my,"one private charity , basma , is trying to help out by funding cancer drugs for poor families . the proportion of patients who need assistance has risen from about 30 percent to nearly 80 percent since the war began , executive manager rima salem said .",0,0
5623,@@14542252,in-need,in,"""in his article , chattopadhyay said , """" the drivers should be included in the state government schemes immediately . their subscription should be used to build a fund to help them - and their family - in need . union leaders should shoulder their responsibility truthfully . """" he also suggested the union should meet the auto drivers at least once a month to harp on discipline and meet the people of the locality ( where they ply ) at least once every three months .""",0,0
5624,@@1824078,poor-families,tz,"camfed works towards ensuring both girls and boys get equal access to education by supporting girls from poor families and orphans to get secondary education . the organisation provides bursary support to girls in 193 secondary schools which covers school fees and other related costs such as pocket money , uniform and accommodation among others .",0,0
5625,@@20254627,in-need,ng,"britain is even more important today than a few years ago . with the shock of brexit , britain needs a fall back situation towards former lucrative colonies , to sustain its power , privilege , prosperity and influence as well as the influence within the international community . certainly , the british common wealth organisation will now receive the british attention more than ever . when british was part of european union , it cared less for the commonwealth and faced europe . now , that is gone , britain has found out that there is only one step from the sublime to the ridiculous in international relations .",0,0
5626,@@14370065,disabled,my,"meanwhile , after five races in the sailing event , malaysia 's al mustakim matrin is at this point , in 11th place in the single-person keelboat ( 2.4mr ) b2 ( disabled in both hands and feet ) category , having collected 61 points .",0,0
5627,@@14792209,migrant,za,"roughly 90 percent of migrants who reach the libyan post , a jumping-off point for the dangerous mediterranean crossing to italy , cross through niger , making it a crucial partner for europe in controlling migration flows .",0,0
5628,@@24255695,vulnerable,bd,""""""" it recognises the importance of the multilateral trading system in ensuring the integration of small , vulnerable and least developed countries and countries in sub-saharan africa , the caribbean and the pacific into the world economy , and welcome initiatives which will support greater and more effective participation of these countries in international trade . """"""",0,0
5629,@@3968677,homeless,lk,"a child huddled against her pregnant mother , among 10 other homeless children with their families in nuwara eliya town , struggling to shield themselves from freezing temperatures which dropped below eight degrees celsius , was among the scenes witnessed on thursday night .",1,3
5630,@@19661630,in-need,us,"after the may 8 hailstorm , we 've followed a lot of the recovery in and around colorado mills and the surrounding neighborhoods . wheat ridge ... we did n't know half of your homes are in need of roof repairs .",0,0
5631,@@14250028,migrant,au,"""but he noted that the arrival of more than a million refugees and migrants last year has also given rise to """" hostility and tensions """" within their host countries .""",0,0
5632,@@19207413,women,ng,""""""" you all should shut up already . do you know the amount of things women do for themselves but give their men the glory just because we want them to look responsible in the eyes of the public ? """"""",0,0
5633,@@103472,disabled,ca,"those who created index funds with hedges against foreign currency swings were certainly well-meaning . but they remind me of the scientists in the short story , flowers for algernon . the story is about a mentally disabled man named charlie who undergoes an operation to increase his intelligence . the operation will , in theory , benefit him . but , in practice , it tragically does n't . <h> top funds <h> market view",0,0
5634,@@13698523,migrant,gh,"professor monts is currently director of the michigan musical heritage project that seeks to capture on film the state 's folk , ethnic , and immigrant music traditions .",0,0
5635,@@1920888,in-need,ke,"i totally understand that we could all find ourselves in a tight spot and in need of help , but i would not encourage any man to go there unless he has no other alternative .",0,0
5636,@@8900611,in-need,us,"""like any 20-year-old source material , preacher was in need of a few additional changes . rogen was quick to point out that they cast the non-white ruth negga as jesse 's blonde-on-the-page ex-girlfriend tulip . the character is also much wilder and tougher on the screen and promises to be an instant fan favorite . also when asked how the tv series planned to address some of the """" gay panic """" humor found in the comics , rogen said with trademark guffaw , """" oh we just cut it right out . """" other details like re-writing a plot tied to kurt cobain ( """" do kids even know who nirvana is ? """" goldberg asked ) and adding in modern references to tom cruise and the church of scientology all give preacher the pop-culture face-lift it needed .""",0,0
5637,@@15194810,homeless,ng,"he performed in many cities in nigeria and overseas , but was exploited by people who took advantage of his blindness . often he was homeless , playing on the streets to make ends meet . kokoro performed for close to 60 years but never released an album in his lifetime . an early attempt reportedly failed due to the foot-dragging of the record companies .",0,0
5638,@@14853362,disabled,ke,"out of millions of rides , the company has provided just a handful to disabled users requiring wheelchair accessible vehicles since launching in the city in 2011 , the lawsuit claims .",0,0
5639,@@2178157,homeless,lk,his wife and children felt the need to help the poor and continue the tradition of their father and collectively formed a trust in their father 's name called the j. m. m. raji trust . as a pilot project they built a housing scheme called the village of hope and distributed houses for the homeless from beruwela and neighbouring dharga town .,1,4
5640,@@15054240,in-need,my,"petaling jaya : as umno has fallen from grace , malaysia is in need of new heroes to protect and serve the nation , academic bridget welsh said .",0,1
5641,@@2793292,refugee,ca,george jonas : the problem with accepting refugees,0,0
5642,@@25609292,migrant,pk,"roraima has the majority of immigrants . authorities estimated there were some 25,000 venezuelan residents in the state capital boa vista alone , which account for 7.5 percent of the city 's total population .",0,0
5643,@@22565003,vulnerable,my,"""dudley said the council had """" invested heavily """" in support services for vulnerable people , including those who are homeless , citing several measures including an emergency shelter open every night of the year .""",0,0
5644,@@1907490,vulnerable,tz,the government has also integrated fgm issues into the reproductive health and hiv/aids programmes which empower vulnerable groups especially young women in protecting themselves against hiv/aids .,0,0
5645,@@4534702,homeless,jm,""""""" being homeless in jamaica , an anti-gay country , puts a whole lot of pressure on us . some of them stress out , """" he said , pointing towards the gradually expanding group of young men who had gathered that friday night .""",0,0
5646,@@152852,in-need,us,"if the deal with reed does not work out , safeties quintin mikell and michael huff are also available in free agency , or perhaps the texans will draft matt elam out of florida or take a chance on tyrann mathieu in the later rounds . either way , quin needs to be replaced and shiloh keo has little experience as quin 's backup and can not be the only option .",0,0
5647,@@4603405,women,jm,"in other words , these women would go and ' look man ' by dancing for them ! they did this completely out of free will and were not oppressed . in fact , these women were bold , as opposed to stereotypically docile , and through their dancing , actually came to be treated as equals to men .",0,1
5648,@@20220406,disabled,jm,""""""" paradof normally help me out , but they have n't been able to this year and i have not been able to get assistance elsewhere . so far , only one reading book i have been able to buy , but a number of other books are left on it to buy , """" said janet bryan , who is disabled and the sole caregiver for her 11-year-old niece , who will be attending jos ? mart ? technical high school next month .""",0,0
5649,@@15887811,in-need,ca,"as minister of canadian heritage , i thank his highness for all he has done to help those in need , and join with canada 's ismaili community in wishing him a very happy birthday . khushali mubarak !",1,4
5650,@@24476404,refugee,bd,"""hosting the lecture , executive director of cpj manzoor hasan said """" this humanitarian crisis has created the largest refugee camp in the world . he also added that based on the latest data from unhcr , the number of internally displaced person is the highest in the recorded history . """"""",0,0
5651,@@18829526,hopeless,ie,"""the most unrealistic proposition in contemporary politics is that """" strong and stable """" democracies can co-exist with inequality , insecurity and hopelessness . corbyn will not win the election , but he has won the campaign by showing that he understands this far better than may does .""",0,0
5652,@@2180886,women,sg,"in the last couple of months , as 2015 drew to a close , i have noticed a trend in more companies approaching me to speak and/or moderate at women leadership events in the new year . i moderated a couple of events for accor hotels in 2015 -- they played to a small crowd , primarily women , but i was heartened to see quite a few men in the audience . google in singapore also ran a small event towards year end and initially , i heard men were not invited , a rule that was changed fortunately .",0,0
5653,@@20486024,immigrant,hk,""""""" in the united states , i am concerned by the government 's decision to end the deferred action for childhood arrivals program in six months ' time , despite evidence of its positive impact on the lives of almost 800,000 young immigrants , and on the us economy and society . i hope congress will now act to provide former daca beneficiaries with durable legal status , ' ' he said . """" i am disturbed by the increase in detentions and deportations of well-established and law-abiding immigrants : the number of migrants detained who had no criminal convictions was 155 percent higher in the first five months of this year than in the equivalent period in 2016 . some migrants , including longstanding residents , are now so frightened of expedited deportation they refrain from accessing police protection and courtrooms ; for example , reports of rape by latina women in houston fell by 43 percent in the first three months of 2017 .""",0,0
5654,@@10104113,vulnerable,bd,""""""" although the country has become able to mitigate most natural and man-made disasters , there is no preparation for earthquake disaster at the national level , including in the most vulnerable dhaka city , """" annisul huq said as the chief guest of the event .""",0,0
5655,@@15228148,refugee,ke,"juba south sudan ( xinhua ) --the un refugee agency ( unhcr ) has called on south sudan to ensure that sacked first vice president riek machar ? s spokesman james gatdet dak , who has been deported from kenya , is treated in accordance with human rights law .",0,0
5656,@@9142054,vulnerable,ph,""""""" the organizers were also found to have unnecessarily exposed the farmers-protesters to the violent consequences of their actions , """" the chr said , condemning what it called the """" instrumentalization """" of the poor and vulnerable by ideological groups for their own agenda .""",0,0
5657,@@3764265,migrant,gb,""""""" our construction industry has an epidemic shortage of skilled labour , to the extent that we are reliant on skilled migrants to support it . making it harder for eu citizens to work here is unhelpful .""",0,0
5658,@@14166922,poor-families,ke,"""an embu governor hopeful has asked the government to ensure """" rich people """" do not exploit its new programme of sponsoring students to private universities . kithinji kiragu , a consultant with the kk associate company , said the government should ensure only students from poor families benefit from the 10,000 state-sponsored students to private institutions .""",0,0
5659,@@15589917,homeless,ca,"he was generous and kind off the field , often taking time to feed the homeless in calgary with his roommate , osagie odiase . the two met during the stampeders tryouts in florida and quickly bonded , agreeing to bunk up if they both made the team . they had five channels on the tv in their modest apartment -- and when they were n't watching sports they 'd binge watch marco polo on netflix .",0,1
5660,@@18510603,migrant,ke,"the manifesto also repeated promises to limit immigration , and pledged to double the charge on companies employing migrant workers , using the money to invest in skills .",0,0
5661,@@610482,homeless,ca,"""richter said while the chronically or episodically homeless -- many of them mentally ill -- comprise only 15 per cent of canada 's total homeless population , """" they take up more than 50 per cent of the resources in the system . """" finding those canadians permanent housing , therefore , is a priority .""",0,0
5662,@@15390057,disabled,au,"there are also genuine issues when it comes to the way disabled people are reported in the media . when one in five australians lives with a disability , where are the reporters focussed specifically on disability issues ? yes , there are health reporters , but when you talk about disability as a health issue rather than a social issue , you allow discrimination to occur in everyday life .",0,0
5663,@@13674442,homeless,ng,""""""" we have not received funds or tuition from our sponsors and the government of rivers state for over 17months now . most of us are homeless and have to squat with other friends . we have been stopped from clinical rotations several times and i do n't blame the school , they have really been patient with us . it is very discouraging . the course we are studying requires energy , 100% concentration and attention . but how can you give what you do n't have ?""",0,0
5664,@@30010853,refugee,bd,"balukhali camp : in the narrow paths and alleyways that thread past the homes of nearly one million rohingya refugees , there 's nothing that spreads quite as quickly as rumours . with little or no access to television , radio , or other media , the refugees have to rely largely on word of mouth to keep informed not just about what is happening in the camp , but about issues critical to their health , nutrition and even survival .",0,1
5665,@@15260082,in-need,us,""""""" so , i just wanted to say to the person who apparently taught the wrongdoer a life lesson , thank you very much for being a role model for some child in need of guidance , and following through with love . """"""",0,1
5666,@@13881801,migrant,ie,"bosses at streaming service netflix have picked up the series , which will revolve around a young irish immigrant who was convicted of murdering her employer thomas kinnear and his lover nancy montgomery in northern canada in 1843 .",0,0
5667,@@4607432,disabled,bd,"""he says , """" protective safety nets are necessary , for those incapable of earning even when given stimulus packages : the elderly and disabled ; but these nets fall grossly short of meeting the need as they are not only insufficient but also tragically misappropriated . """"""",0,0
5668,@@1923015,disabled,ke,"the contest will be featuring three categories ; the blind , the deaf and people living with albinism . the overall winner will become an ambassador for the disabled and will have the duty of educating the public on matters that affect people living with physical disabilities .",0,1
5669,@@24773025,poor-families,au,"around 70 children who are from poor families , orphans or disabled currently perform in the circus shows , some 45 each year",0,0
5670,@@2259512,disabled,sg,""""""" what happened on jan. 18 , when we lost contact with the ship , was that the crew disabled the communications on purpose . """"""",0,0
5671,@@7979810,refugee,gh,"the un refugee agency ( unhcr ) on tuesday said it was concerned about the rising number of south sudanese fleeing into sudan because of increased food insecurity caused by the ongoing conflict and deteriorating economic conditions , according to un spokesman stephane dujarric .",0,0
5672,@@22465792,immigrant,sg,"kumail ( comedian kumail nanjiani , playing himself ) is a struggling stand-up comic who meets emily ( zoe kazan , playing nanjiani 's real wife emily v. gordon ) . his pakistani muslim immigrant family keeps setting him up with women from his culture . after he and emily break up , she falls into a coma .",0,0
5673,@@1885449,immigrant,tz,"while on official visit to kagera region last year and after listening to residents ' complaints about illegal immigrants from rwanda , burundi and drc , president jakaya kikwete , formed a task force to ensure all illegal immigrants in kagera , kigoma and possibly simiyu and geita regions were sent back to their respective home countries .",0,0
5674,@@1464311,immigrant,in,"mother nature does not make fine distinctions between legal and illegal , skilled or unskilled immigrants . she ca n't distinguish immigrants from refugees , legitimate from illegitimate asylum-seekers , white from black or european from asian or hispanic migrants , or those who climb aboard via the airport from those who enter through the maternity ward . all human passengers have footprints whatever their origin , and no category of humanity earns an exemption from her law of carrying capacity . some believe that mother nature can be fooled or appeased by technical improvements that grow a phantom capacity , but that capacity only enables the addition of more passengers . no technological con job can win us a permanent reprieve from her determination to adjust the number of passengers to the limited capacity of our boat .",0,0
5675,@@25591270,vulnerable,us,"""noting that kavanaugh has """" consistently protected the interests of powerful institutions and disregarded the rights of vulnerable individuals , """" the letter calls for yale law to exhibit """" moral courage """" and withhold its support .""",0,0
5676,@@15315879,women,lk,"""healthcare should not be political . every morning , planned parenthood health centre staff across the country wake up and open their doors , as they have this morning , to care for anyone who needs them , regardless of race , religion , sexual orientation , gender , income , or country of origin . they will do so today , they will do so tomorrow , they will do so every day as they have for 100 years . """" laurie adams , president , women for women international """" since 1993 , women for women international has helped more than 447,000 marginalised women in countries affected by war and conflict ... to move from crisis and poverty to stability and economic self-sufficiency .""",0,1
5677,@@24940631,immigrant,sg,"supporters argue the ban enables better integration of muslim immigrants into danish society , claiming the garment is used to oppress women .",0,0
5678,@@70017959,vulnerable,us,"while federal contracting is a boon to the state 's economy , it is also vulnerable to budget fights in congress .",0,0
5679,@@1877628,women,tz,"speaking on saturday at the closing of the training , mtwara regional commissioner ( rc ) joseph simbakalia said the most effective way women entrepreneurs improve their life is joining together , noting that in so doing they would also be in a good position to attain more training needs from the government and other stakeholders .",0,0
5680,@@23288660,in-need,ng,"accordingly , customers in need of foreign exchange for invisibles such as tuition fees , medical payments and basic travel allowance ( bta ) , among others , were allocated the sum of $55 million .",0,0
5681,@@4575668,vulnerable,jm,"several women 's organisations are calling for an improvement in the way women are treated in the island , stating that last year was a less-than-favourable year for the vulnerable group .",0,0
5682,@@50073482,hopeless,ke,"any kenyan small-scale farmer with such an income could not be said to be hopelessly mired in agrarian destitution . but of course , nothing in life is ever so simple as to allow for neat and precise answers .",0,1
5683,@@2125875,refugee,lk,"mr chegeni najad was granted refugee status in australia after fleeing persecution in afghanistan , but was convicted of assaulting a fellow detainee at the curtin immigration detention centre in wa in 2011.",0,0
5684,@@3950612,poor-families,in,"varanasi : over six decades to independence and the muslim community may still be lagging behind in the field of education . but , a number of muslim women and girls-- particularly hailing from poor families-- are coming out to dispel the darkness of ignorance and bring about a new dawn for the coming generation of the community . they are doing the community proud by making sincere efforts at spreading literacy , especially among other girls and children .",1,3
5685,@@14178203,hopeless,lk,"kasun may not be a superhero or a super genius but he is a great human being who has overcome challenges and hardships of life without even having the full functional capability of his body . his courage and dedication may one day take him to high places in life but above all , for those who are feeling useless and hopeless even though they have fully functional limbs , kasun 's story is going to be a lesson .",1,4
5686,@@4694770,immigrant,jm,"miami ( ap ) -- with the united states and cuba inching closer to fully restoring diplomatic ties , including re-opening embassies for the first time in 54 years , the future is murky for tens of thousands of cuban immigrants who have been ordered by immigration authorities to leave the country .",0,1
5687,@@18685583,hopeless,nz,"opener martin guptill lifted a catch to deep mid off for nine ; captain kane williamson edged to second slip for eight and neil broom went first ball , caught behind , all three falling to the lively mohammad shami ; and big-hitting colin de grandhomme was hopelessly stranded down the pitch and stumped off spinner ravi jadeja for four .",0,0
5688,@@17252802,poor-families,hk,a grassroots concern group has called for the government to consider a negative income tax for poor families after a low- income family working allowance scheme benefited much fewer families than expected .,0,0
5689,@@17276527,vulnerable,au,"chemical weapons , lethal poison that can be disseminated as gases , aerosols or liquids , are commonly included in the classification of weapons of mass destruction . like nuclear and biological weapons , the impact of chemical weapons can widen indiscriminately and uncontrollably , making entire troops or civilians vulnerable to them .",0,0
5690,@@2128616,poor-families,za,"this is why i believe children from poor families must be supported . after all , the students are 100 percent correct -- education is the only tool that will take them out of the curse of poverty .",1,3
5691,@@13898568,hopeless,ng,"""under the aegis of south east leadership and development initiative ( seldi ) , the move stems from """" a near state of hopeless that has befallen the southeast since the end of the civil war and in particular , since 1999 , when the present democratic experience took off . """"""",0,0
5692,@@4537165,homeless,jm,"it 's a busy tuesday evening , and like jesus issuing out fish and loaves to the multitude , donette prendergast gently hands out boxes of cooked meals , cups of soup and drinks to a large group of homeless people at the post office on king street in downtown kingston .",1,4
5693,@@14804568,poor-families,hk,"""every one in three elderly citizens is living in poverty in hong kong , oxfam said today in a report . in 2015 , there were 230,000 poor families with people aged 65 years or above and this number jumped up by more than 14 percent compared with 2011 , the oxfam """" hong kong poverty report 2011-2015 , ' ' found . among these families , almost 60 percent are one- or two-person households . the ...""",0,0
5694,@@4429377,in-need,hk,"@anonymous yes . now go out and make an honest living . if you think china holds the moral high ground on matters of sex , you clearly are in need of visiting your own country . ( with a u and no o ) . <h> about china real time report",0,0
5695,@@17361343,refugee,hk,"""a series of news features by worker news debunking the idea that asylum seekers arriving in hong kong are """" fake refugees """" has won the best journalism award in the 2016 e-citizen awards organised by civic groups inmedia and the culture and media education foundation to promote original reporting , political cartoons , video documentary and photography online .""",0,0
5696,@@25492396,disabled,us,""""""" people using this line are trying to go about their lives -- low-income people , young people , seniors , disabled people and choice riders , like millennials who do n't want to be tied to a car , """" dibble said .""",0,1
5697,@@19390204,women,ie,"""' what do you mean by a feminist play ? """" the distinguished theatre director annabelle comyn has just shot me back a question . there follows an excruciating pause as i struggle to answer her question . a feminist play ? a play with real women in it ? help .""",0,0
5698,@@3355174,in-need,ie,"father 's day is just around the corner , so if you 're in need of some inspiration and you 've only got ? 50 , you 've come to the right place .",0,0
5699,@@1879146,refugee,tz,the ministry of home affairs has more departments than any other ministry in the government ; some of them are specifically for refugee while others are for immigration services .,0,0
5700,@@1220697,vulnerable,gb,"""if anything , he says , he is now less vulnerable than before : """" if i break one of my legs , it only takes a 4mm screw to fix it . """"""",0,0
5701,@@10362899,refugee,bd,"over 110,000 migrants and refugees have arrived in greece and italy already this year , says iom .",0,0
5702,@@2890178,hopeless,ie,the expertise and inside track as to who can do what in training and in the pro12 ; what we must deduce is that tadhg furlong must be a hopeless scrummager .,0,0
5703,@@17286081,migrant,ng,renowned neurosurgeon and u.s. housing and urban development ( hud ) secretary ben carson is being berated for describing slaves as immigrants .,0,0
5704,@@2637805,refugee,in,"the ongoing conflict in iraq and syria may have focused the world 's attention on the growing number of refugees in the region , but the global refugee crisis has been in the making for quite some time . according to a recent report by the united nations high commissioner for refugees ( unhcr ) , the number of refugees rose 14% to 16.7 million in 2013 , the highest since comprehensive statistics on global forced displacement have been collected ( since 1989 ) .",0,0
5705,@@8214648,women,ke,"""according to zacks , """" bebe stores designs , develops and produces a distinctive line of contemporary women 's apparel and accessories . they market their products under the bebe , bebe moda and bbsp brand names through their retail stores located in canada and the united kingdom . their broad product offering includes suits , tops , pants , skirts , dresses , logo and other activewear , outerwear , and handbags and other accessories . bebe stores design and develop most of the merchandise in-house . """"""",0,0
5706,@@18307045,disabled,lk,"speaking to the media , one protester said that building a garment factory in kalkudah would be more productive as it can provide job opportunities to the people who are disabled and those widowed by the war . the protester also condemned the recent attack on two journalists who tried to report on the distillery construction .",0,0
5707,@@22795652,women,my,"pas ' election machinery is well run , with its youth and women 's wings active in the kampungs , where sentimentality appears to still hold sway compared to voters in urban centres who may be moved by national and international issues .",0,0
5708,@@2310145,women,us,"the study showed that as many as 80 percent of women in washington d.c. were getting breast reconstruction after their mastectomies , while just 18 percent of women in north dakota were doing the procedure . the number was linked to the number of plastic surgeons in the state .",0,0
